pair,contact_times
device26<->device31,21
device26<->device21,19
device6<->device8,19
device22<->device27,18
device6<->device10,18
device30<->device19,17
device10<->device13,16
device27<->device19,16
device1<->device11,16
device22<->device19,16
device35<->device37,16
device29<->device30,16
device48<->device41,15
device29<->device20,15
device18<->device17,15
device39<->device43,15
device29<->device19,15
device16<->device28,15
device32<->device41,15
device30<->device27,15
device36<->device47,15
device0<->device6,15
device29<->device26,15
device12<->device13,15
device18<->device29,14
device43<->device41,14
device12<->device5,14
device5<->device14,14
device2<->device8,14
device48<->device37,14
device20<->device23,14
device20<->device16,14
device24<->device22,14
device7<->device1,14
device20<->device28,14
device1<->device3,14
device17<->device25,14
device12<->device6,14
device4<->device2,13
device20<->device21,13
device8<->device15,13
device3<->device1,13
device15<->device13,13
device32<->device37,13
device27<->device24,13
device8<->device9,13
device9<->device2,13
device16<->device21,13
device23<->device27,13
device13<->device8,13
device25<->device31,13
device38<->device45,13
device27<->device21,13
device22<->device17,13
device13<->device6,13
device18<->device31,13
device39<->device34,13
device9<->device3,13
device19<->device29,13
device5<->device11,13
device30<->device17,13
device25<->device18,13
device25<->device19,13
device14<->device0,13
device23<->device20,13
device5<->device2,12
device11<->device8,12
device14<->device12,12
device4<->device1,12
device38<->device42,12
device6<->device13,12
device31<->device20,12
device30<->device25,12
device5<->device12,12
device30<->device26,12
device19<->device27,12
device35<->device47,12
device7<->device0,12
device15<->device9,12
device28<->device16,12
device2<->device5,12
device37<->device34,12
device20<->device19,12
device2<->device0,12
device15<->device7,12
device16<->device25,12
device8<->device11,12
device8<->device7,12
device44<->device48,12
device34<->device35,12
device40<->device35,12
device12<->device7,12
device7<->device13,12
device28<->device25,12
device36<->device42,12
device11<->device5,12
device16<->device22,12
device18<->device22,12
device41<->device33,12
device23<->device25,12
device9<->device11,12
device20<->device29,12
device15<->device3,12
device4<->device6,12
device0<->device1,12
device17<->device24,12
device3<->device5,12
device22<->device24,12
device15<->device2,12
device6<->device1,12
device15<->device5,12
device4<->device15,12
device36<->device37,12
device38<->device48,12
device21<->device19,12
