pair,contact_times
device13<->device9,57
device2<->device1,52
device5<->device4,51
device9<->device14,51
device13<->device15,49
device13<->device12,48
device4<->device5,48
device1<->device2,48
device4<->device7,47
device6<->device2,47
device8<->device10,47
device12<->device8,46
device5<->device0,46
device14<->device10,45
device0<->device6,45
device1<->device4,45
device6<->device1,44
device14<->device13,44
device15<->device9,44
device7<->device4,44
device0<->device5,44
device13<->device10,44
device14<->device9,44
device12<->device9,43
device13<->device8,43
device0<->device1,43
device6<->device4,43
device6<->device3,43
device11<->device15,42
device8<->device12,42
device9<->device8,42
device15<->device13,42
device4<->device6,42
device9<->device10,42
device4<->device0,42
device8<->device11,41
device3<->device4,41
device18<->device16,41
device10<->device9,41
device7<->device0,41
device12<->device11,41
device1<->device7,41
device0<->device2,41
device7<->device1,41
device12<->device13,41
device1<->device3,41
device23<->device18,41
device2<->device3,41
device14<->device12,41
device9<->device11,41
device14<->device15,41
device6<->device0,40
device21<->device19,40
device21<->device22,40
device11<->device8,40
device6<->device7,40
device7<->device5,40
device0<->device4,39
device2<->device7,39
device15<->device11,39
device9<->device15,39
device3<->device5,39
device5<->device6,39
device15<->device10,39
device10<->device14,39
device16<->device23,39
device2<->device4,39
device11<->device12,39
device4<->device2,38
device8<->device13,38
device17<->device18,38
device14<->device8,38
device8<->device15,38
device4<->device1,38
device10<->device8,38
device1<->device0,38
device13<->device11,38
device14<->device11,38
device18<->device20,38
device23<->device21,38
device11<->device10,38
device21<->device16,37
device8<->device9,37
device21<->device18,37
device15<->device12,37
device18<->device19,37
device1<->device5,37
device18<->device24,37
device4<->device3,37
device8<->device14,37
device9<->device12,37
device23<->device24,37
device10<->device12,37
device16<->device21,36
device24<->device19,36
device10<->device15,36
device19<->device20,36
device7<->device6,36
device24<->device21,36
device11<->device14,36
device17<->device19,36
device6<->device5,36
device3<->device0,36
device0<->device7,36
device19<->device23,36
device12<->device14,36
device16<->device22,36
device15<->device8,36
device1<->device6,36
device2<->device5,36
device12<->device10,36
device7<->device2,36
device11<->device13,36
device17<->device23,35
device22<->device19,35
device5<->device2,35
device16<->device18,35
device5<->device1,35
device10<->device11,35
device11<->device9,35
device20<->device17,35
device16<->device19,35
device5<->device7,35
device2<->device6,34
device23<->device22,34
device5<->device3,34
device2<->device0,33
device10<->device13,33
device3<->device6,33
device24<->device20,33
device16<->device24,33
device0<->device3,32
device19<->device21,32
device7<->device3,32
device20<->device16,32
device16<->device17,32
device3<->device2,32
device19<->device22,31
device23<->device19,31
device19<->device24,31
device3<->device7,31
device23<->device16,30
device19<->device17,30
device18<->device17,30
device19<->device18,30
device20<->device18,30
device24<->device16,30
device9<->device13,29
device17<->device22,29
device23<->device17,29
device3<->device1,29
device17<->device21,29
device24<->device23,28
device22<->device23,28
device17<->device24,28
device22<->device24,28
device17<->device16,28
device20<->device22,28
device23<->device20,28
device20<->device23,28
device22<->device18,28
device12<->device15,28
device22<->device20,28
device13<->device14,27
device16<->device20,26
device19<->device16,26
device17<->device20,26
device20<->device19,26
device22<->device21,26
device21<->device24,25
device21<->device23,25
device22<->device16,25
device21<->device20,25
device18<->device23,24
device22<->device17,24
device20<->device21,24
device18<->device21,24
device24<->device18,24
device24<->device22,24
device15<->device14,23
device18<->device22,22
device20<->device24,21
device21<->device17,20
device24<->device17,18
