pair,contact_times
device42<->device56,6
device21<->device6,5
device15<->device6,4
device22<->device28,4
device43<->device61,3
device66<->device70,3
device14<->device9,3
device50<->device60,3
device75<->device96,3
device11<->device12,3
device93<->device98,2
device56<->device61,2
device49<->device59,2
device43<->device53,2
device10<->device32,2
device83<->device91,2
device17<->device19,2
device80<->device94,2
device80<->device84,2
device30<->device4,2
device12<->device2,2
device53<->device54,2
device34<->device46,2
device69<->device79,2
device52<->device59,2
device3<->device7,2
device74<->device87,2
device73<->device74,2
device69<->device86,2
device14<->device22,2
device11<->device21,2
device49<->device53,2
device18<->device2,2
device21<->device24,2
device81<->device87,2
device73<->device78,1
device35<->device40,1
device92<->device95,1
device35<->device63,1
device71<->device90,1
device12<->device19,1
device59<->device65,1
device84<->device98,1
device0<->device19,1
device37<->device65,1
device66<->device81,1
device11<->device25,1
device23<->device32,1
device3<->device32,1
device35<->device54,1
device37<->device46,1
device37<->device44,1
device39<->device61,1
device54<->device56,1
device35<->device59,1
device6<->device7,1
device51<->device65,1
device35<->device44,1
device53<->device55,1
device57<->device64,1
device87<->device90,1
device37<->device47,1
device44<->device49,1
device72<->device73,1
device80<->device83,1
device78<->device80,1
device50<->device61,1
device1<->device29,1
device95<->device99,1
device46<->device61,1
device85<->device93,1
device1<->device32,1
device37<->device49,1
device67<->device86,1
device81<->device93,1
device67<->device95,1
device66<->device95,1
device19<->device32,1
device12<->device32,1
device35<->device46,1
device44<->device59,1
device83<->device89,1
device66<->device90,1
device1<->device15,1
device35<->device60,1
device89<->device91,1
device91<->device96,1
device84<->device91,1
device82<->device87,1
device36<->device50,1
device0<->device29,1
device67<->device78,1
device84<->device89,1
device24<->device29,1
device84<->device94,1
device59<->device63,1
device55<->device60,1
device44<->device56,1
device55<->device63,1
device39<->device60,1
device67<->device91,1
device67<->device90,1
device39<->device41,1
device2<->device22,1
device2<->device24,1
device2<->device20,1
device48<->device54,1
device75<->device82,1
device80<->device92,1
device12<->device9,1
device52<->device60,1
device17<->device4,1
device37<->device54,1
device87<->device99,1
device78<->device99,1
device6<->device8,1
device28<->device6,1
device45<->device64,1
device37<->device45,1
device19<->device25,1
device13<->device32,1
device13<->device17,1
device46<->device55,1
device10<->device8,1
device0<->device10,1
device84<->device90,1
device36<->device46,1
device0<->device20,1
device20<->device5,1
device19<->device20,1
device69<->device96,1
device14<->device27,1
device39<->device48,1
device23<->device24,1
device23<->device7,1
device1<->device7,1
device74<->device98,1
device39<->device52,1
device0<->device32,1
device24<->device31,1
device38<->device63,1
device68<->device81,1
device43<->device46,1
device26<->device28,1
device80<->device87,1
device80<->device95,1
device80<->device93,1
device42<->device65,1
device34<->device41,1
device71<->device85,1
device14<->device21,1
device23<->device4,1
device24<->device30,1
device36<->device44,1
device44<->device52,1
device83<->device84,1
device67<->device84,1
device85<->device99,1
device46<->device58,1
device48<->device52,1
device35<->device58,1
device51<->device52,1
device40<->device56,1
device70<->device81,1
device37<->device55,1
device71<->device84,1
device34<->device65,1
device40<->device64,1
device33<->device46,1
device71<->device98,1
device76<->device96,1
device66<->device96,1
device18<->device31,1
device79<->device81,1
device49<->device58,1
device1<->device11,1
device75<->device94,1
device39<->device49,1
device59<->device60,1
device12<->device13,1
device34<->device59,1
device16<->device28,1
device16<->device23,1
device74<->device94,1
device37<->device62,1
device61<->device62,1
device33<->device44,1
device11<->device17,1
device0<->device28,1
device14<->device28,1
device22<->device31,1
device72<->device83,1
device90<->device91,1
device76<->device91,1
device74<->device91,1
device50<->device58,1
device15<->device24,1
device13<->device23,1
device76<->device80,1
device2<->device8,1
device12<->device8,1
device70<->device89,1
device34<->device45,1
device34<->device49,1
device94<->device98,1
device48<->device49,1
device11<->device22,1
device82<->device93,1
device84<->device93,1
device69<->device88,1
device88<->device90,1
device13<->device4,1
device43<->device63,1
device2<->device9,1
device44<->device48,1
device48<->device61,1
device46<->device48,1
device46<->device50,1
device13<->device28,1
device20<->device28,1
device22<->device23,1
device15<->device23,1
device19<->device2,1
device86<->device93,1
device77<->device86,1
device80<->device96,1
device40<->device45,1
device11<->device15,1
device34<->device61,1
device12<->device27,1
device13<->device24,1
device40<->device55,1
device40<->device44,1
device23<->device29,1
device45<->device52,1
device13<->device5,1
device3<->device5,1
device12<->device5,1
device21<->device27,1
device21<->device30,1
device73<->device83,1
device81<->device82,1
device73<->device81,1
device36<->device58,1
device79<->device98,1
device78<->device82,1
device82<->device88,1
device76<->device82,1
device82<->device85,1
device42<->device62,1
device96<->device99,1
device86<->device96,1
device68<->device96,1
device89<->device96,1
device25<->device8,1
device10<->device12,1
device12<->device14,1
device43<->device47,1
device42<->device51,1
device42<->device61,1
device42<->device60,1
device42<->device55,1
device34<->device36,1
device73<->device84,1
device73<->device80,1
device69<->device87,1
device79<->device91,1
device5<->device9,1
device90<->device98,1
device6<->device9,1
device44<->device63,1
device91<->device98,1
