pair,contact_times
device31<->device6,9
device69<->device96,8
device3<->device31,6
device3<->device6,5
device15<->device6,4
device17<->device18,4
device93<->device95,4
device39<->device62,4
device43<->device61,3
device68<->device70,3
device80<->device94,2
device74<->device87,2
device38<->device63,2
device73<->device74,2
device11<->device21,2
device1<->device11,2
device18<->device2,2
device88<->device93,2
device93<->device98,2
device49<->device59,2
device2<->device8,2
device42<->device56,2
device84<->device90,2
device81<->device87,2
device3<->device7,2
device35<->device60,2
device10<->device6,2
device17<->device19,2
device66<->device70,2
device34<->device58,2
device52<->device59,2
device10<->device20,2
device54<->device56,1
device2<->device9,1
device35<->device63,1
device11<->device17,1
device37<->device54,1
device84<->device91,1
device23<->device32,1
device72<->device73,1
device80<->device83,1
device6<->device7,1
device36<->device39,1
device49<->device53,1
device34<->device49,1
device11<->device25,1
device11<->device26,1
device39<->device61,1
device67<->device86,1
device34<->device41,1
device59<->device63,1
device35<->device59,1
device82<->device93,1
device75<->device82,1
device43<->device47,1
device44<->device56,1
device84<->device98,1
device37<->device45,1
device82<->device87,1
device35<->device54,1
device34<->device46,1
device87<->device99,1
device37<->device65,1
device1<->device29,1
device78<->device82,1
device15<->device27,1
device40<->device64,1
device42<->device65,1
device13<->device17,1
device78<->device80,1
device35<->device38,1
device95<->device99,1
device70<->device73,1
device59<->device65,1
device45<->device59,1
device35<->device40,1
device34<->device36,1
device2<->device22,1
device96<->device99,1
device91<->device96,1
device83<->device91,1
device17<->device32,1
device90<->device97,1
device21<->device30,1
device19<->device32,1
device20<->device5,1
device13<->device16,1
device73<->device79,1
device37<->device62,1
device42<->device62,1
device67<->device90,1
device23<->device7,1
device75<->device98,1
device1<->device15,1
device87<->device90,1
device68<->device88,1
device5<->device9,1
device22<->device7,1
device2<->device24,1
device2<->device7,1
device14<->device28,1
device21<->device32,1
device30<->device32,1
device70<->device81,1
device33<->device43,1
device44<->device59,1
device44<->device62,1
device74<->device98,1
device86<->device96,1
device84<->device89,1
device43<->device46,1
device42<->device43,1
device42<->device61,1
device11<->device6,1
device24<->device29,1
device23<->device24,1
device67<->device78,1
device53<->device60,1
device55<->device60,1
device13<->device5,1
device3<->device5,1
device11<->device5,1
device41<->device65,1
device74<->device94,1
device88<->device94,1
device13<->device24,1
device80<->device87,1
device46<->device55,1
device37<->device46,1
device43<->device65,1
device67<->device84,1
device17<->device3,1
device37<->device47,1
device47<->device59,1
device47<->device57,1
device69<->device79,1
device85<->device92,1
device11<->device15,1
device11<->device24,1
device69<->device86,1
device39<->device48,1
device82<->device96,1
device6<->device8,1
device20<->device25,1
device19<->device2,1
device17<->device8,1
device34<->device59,1
device35<->device44,1
device35<->device58,1
device19<->device25,1
device78<->device99,1
device31<->device9,1
device71<->device77,1
device37<->device43,1
device77<->device96,1
device28<->device6,1
device53<->device57,1
device37<->device44,1
device25<->device8,1
device16<->device19,1
device85<->device99,1
device1<->device7,1
device40<->device45,1
device71<->device90,1
device22<->device31,1
device35<->device46,1
device46<->device61,1
device22<->device24,1
device67<->device95,1
device74<->device76,1
device85<->device93,1
device61<->device62,1
device56<->device61,1
device34<->device61,1
device24<->device30,1
device71<->device79,1
device71<->device85,1
device74<->device93,1
device66<->device87,1
device68<->device81,1
device39<->device41,1
device80<->device84,1
device76<->device80,1
device80<->device96,1
device53<->device62,1
device47<->device53,1
device55<->device57,1
device34<->device65,1
device24<->device31,1
device80<->device99,1
device51<->device65,1
device26<->device4,1
device26<->device28,1
device66<->device81,1
device81<->device82,1
device81<->device93,1
device83<->device90,1
device81<->device83,1
device71<->device74,1
device13<->device4,1
device13<->device32,1
device33<->device55,1
device66<->device95,1
device3<->device32,1
device49<->device58,1
device48<->device52,1
device67<->device97,1
device44<->device47,1
device36<->device44,1
device44<->device49,1
device33<->device44,1
device11<->device22,1
device57<->device62,1
device39<->device58,1
device34<->device35,1
device48<->device57,1
device44<->device48,1
device40<->device48,1
device50<->device58,1
device25<->device31,1
device16<->device28,1
device1<->device16,1
device88<->device90,1
device70<->device71,1
device28<->device3,1
device2<->device20,1
device40<->device53,1
device40<->device44,1
device43<->device52,1
device70<->device77,1
device1<->device31,1
device83<->device89,1
device70<->device89,1
device59<->device60,1
device18<->device31,1
device10<->device31,1
device10<->device32,1
device10<->device8,1
device10<->device2,1
device6<->device9,1
device90<->device93,1
device80<->device93,1
device36<->device42,1
device19<->device26,1
device51<->device54,1
