pair,contact_times
device37<->device43,8
device53<->device60,8
device26<->device9,8
device44<->device53,8
device30<->device6,8
device34<->device53,7
device19<->device20,7
device47<->device51,7
device18<->device6,7
device43<->device52,7
device44<->device62,7
device66<->device78,6
device41<->device65,6
device50<->device62,6
device42<->device61,6
device38<->device44,6
device17<->device27,6
device42<->device62,6
device39<->device61,6
device66<->device70,6
device0<->device24,6
device0<->device14,6
device82<->device85,6
device2<->device20,6
device53<->device55,6
device23<->device3,6
device40<->device44,6
device3<->device7,6
device10<->device2,6
device21<->device24,6
device80<->device86,6
device59<->device65,6
device13<->device22,6
device56<->device61,5
device67<->device77,5
device18<->device2,5
device27<->device9,5
device67<->device95,5
device37<->device46,5
device10<->device18,5
device41<->device44,5
device2<->device7,5
device70<->device77,5
device22<->device24,5
device14<->device22,5
device76<->device82,5
device77<->device89,5
device55<->device57,5
device16<->device26,5
device35<->device62,5
device12<->device32,5
device13<->device4,5
device0<->device23,5
device13<->device23,5
device41<->device45,5
device16<->device2,5
device77<->device79,5
device51<->device52,5
device17<->device8,5
device82<->device88,5
device14<->device17,5
device80<->device92,5
device35<->device59,5
device69<->device79,5
device34<->device57,5
device53<->device57,5
device15<->device6,5
device18<->device25,5
device40<->device57,5
device43<->device61,5
device58<->device62,5
device38<->device58,5
device44<->device64,5
device13<->device5,5
device11<->device20,5
device43<->device51,5
device0<->device11,5
device54<->device60,5
device60<->device65,5
device12<->device21,5
device25<->device31,5
device75<->device95,5
device73<->device93,5
device0<->device29,5
device59<->device63,5
device2<->device8,4
device61<->device62,4
device28<->device3,4
device11<->device25,4
device12<->device13,4
device44<->device47,4
device37<->device50,4
device23<->device24,4
device44<->device56,4
device77<->device95,4
device2<->device9,4
device17<->device24,4
device17<->device20,4
device17<->device19,4
device17<->device26,4
device90<->device96,4
device83<->device84,4
device50<->device61,4
device49<->device53,4
device40<->device63,4
device78<->device99,4
device68<->device90,4
device72<->device90,4
device77<->device91,4
device16<->device27,4
device78<->device82,4
device41<->device62,4
device74<->device76,4
device2<->device26,4
device42<->device51,4
device68<->device98,4
device78<->device96,4
device47<->device50,4
device72<->device85,4
device66<->device77,4
device69<->device96,4
device69<->device86,4
device70<->device95,4
device16<->device6,4
device1<->device25,4
device13<->device28,4
device16<->device20,4
device39<->device41,4
device62<->device65,4
device39<->device64,4
device37<->device64,4
device25<->device8,4
device26<->device8,4
device83<->device89,4
device72<->device89,4
device80<->device94,4
device66<->device80,4
device68<->device91,4
device91<->device97,4
device16<->device22,4
device79<->device86,4
device43<->device53,4
device82<->device83,4
device23<->device27,4
device47<->device53,4
device66<->device97,4
device66<->device98,4
device71<->device98,4
device4<->device7,4
device17<->device3,4
device60<->device62,4
device92<->device95,4
device82<->device90,4
device40<->device58,4
device2<->device22,4
device48<->device58,4
device44<->device49,4
device72<->device93,4
device69<->device71,4
device66<->device94,4
device39<->device50,4
device58<->device61,4
device70<->device76,4
device70<->device93,4
device12<->device7,4
device29<->device7,4
device73<->device88,4
device73<->device91,4
device14<->device20,4
device27<->device29,4
device43<->device58,4
device74<->device79,4
device45<->device65,4
device20<->device4,4
device60<->device63,4
device12<->device22,4
device12<->device4,4
device37<->device53,4
device46<->device54,4
device34<->device42,4
device7<->device8,4
device11<->device29,4
device33<->device39,4
device21<->device28,4
device62<->device64,4
device33<->device59,4
device38<->device59,4
device43<->device59,4
device17<->device28,4
device81<->device82,4
device84<->device96,4
device83<->device93,4
device81<->device98,3
device26<->device28,3
device81<->device87,3
device47<->device55,3
device10<->device27,3
device32<->device9,3
device81<->device91,3
device72<->device99,3
device40<->device54,3
device11<->device17,3
device37<->device55,3
device24<->device5,3
device72<->device92,3
device74<->device87,3
device74<->device98,3
device11<->device16,3
device56<->device57,3
device47<->device56,3
device36<->device46,3
device42<->device47,3
device14<->device9,3
device44<->device48,3
device69<->device94,3
device11<->device6,3
device2<->device24,3
device50<->device65,3
device51<->device65,3
device23<->device7,3
device20<->device7,3
device1<->device29,3
device82<->device97,3
device25<->device29,3
device93<->device98,3
device50<->device64,3
device37<->device49,3
device40<->device53,3
device42<->device56,3
device53<->device54,3
device39<->device48,3
device66<->device79,3
device17<->device22,3
device69<->device88,3
device37<->device60,3
device84<->device90,3
device66<->device90,3
device38<->device57,3
device67<->device78,3
device34<->device41,3
device89<->device92,3
device68<->device81,3
device37<->device56,3
device41<->device61,3
device26<->device31,3
device42<->device53,3
device35<->device64,3
device77<->device98,3
device68<->device96,3
device62<->device63,3
device19<->device24,3
device24<->device7,3
device17<->device25,3
device67<->device72,3
device72<->device73,3
device92<->device98,3
device16<->device18,3
device18<->device4,3
device11<->device9,3
device20<->device24,3
device68<->device93,3
device90<->device92,3
device41<->device50,3
device37<->device39,3
device53<->device65,3
device0<->device1,3
device24<->device8,3
device73<->device79,3
device88<->device90,3
device88<->device97,3
device38<->device49,3
device82<->device96,3
device51<->device55,3
device40<->device55,3
device79<->device96,3
device78<->device91,3
device91<->device96,3
device69<->device85,3
device80<->device93,3
device67<->device86,3
device86<->device97,3
device86<->device88,3
device19<->device2,3
device34<->device51,3
device37<->device51,3
device90<->device97,3
device70<->device81,3
device69<->device83,3
device83<->device91,3
device83<->device97,3
device83<->device90,3
device83<->device96,3
device23<->device29,3
device15<->device23,3
device66<->device85,3
device70<->device98,3
device2<->device6,3
device21<->device32,3
device3<->device4,3
device25<->device4,3
device40<->device62,3
device40<->device42,3
device52<->device54,3
device71<->device85,3
device78<->device90,3
device57<->device62,3
device80<->device82,3
device53<->device56,3
device56<->device64,3
device69<->device90,3
device1<->device26,3
device22<->device3,3
device39<->device43,3
device43<->device46,3
device43<->device63,3
device79<->device99,3
device67<->device82,3
device79<->device98,3
device67<->device98,3
device48<->device49,3
device38<->device48,3
device44<->device54,3
device21<->device25,3
device77<->device94,3
device16<->device24,3
device27<->device7,3
device46<->device50,3
device39<->device58,3
device68<->device70,3
device70<->device73,3
device44<->device45,3
device45<->device64,3
device40<->device45,3
device39<->device45,3
device37<->device61,3
device85<->device94,3
device36<->device64,3
device73<->device85,3
device1<->device21,3
device21<->device22,3
device85<->device88,3
device11<->device15,3
device45<->device51,3
device43<->device50,3
device43<->device62,3
device25<->device6,3
device68<->device85,3
device15<->device7,3
device14<->device7,3
device67<->device85,3
device26<->device27,3
device11<->device22,3
device22<->device9,3
device18<->device20,3
device43<->device60,3
device33<->device47,3
device27<->device32,3
device22<->device30,3
device48<->device54,3
device5<->device7,3
device25<->device5,3
device41<->device42,3
device66<->device82,3
device34<->device48,3
device80<->device97,3
device12<->device30,3
device55<->device62,3
device34<->device55,3
device37<->device42,3
device70<->device90,3
device40<->device52,3
device77<->device83,3
device42<->device57,3
device43<->device57,3
device34<->device37,3
device45<->device59,3
device52<->device53,3
device91<->device93,3
device82<->device93,3
device38<->device41,3
device37<->device57,3
device67<->device75,3
device68<->device75,3
device30<->device7,3
device14<->device30,3
device27<->device31,3
device16<->device7,3
device75<->device82,3
device72<->device75,3
device75<->device76,3
device19<->device3,3
device76<->device78,3
device36<->device55,3
device13<->device14,3
device34<->device61,3
device75<->device84,3
device93<->device99,3
device31<->device7,3
device31<->device8,3
device37<->device62,2
device16<->device23,2
device66<->device81,2
device35<->device44,2
device36<->device50,2
device11<->device26,2
device67<->device97,2
device23<->device9,2
device11<->device21,2
device6<->device7,2
device37<->device44,2
device37<->device65,2
device35<->device57,2
device47<->device57,2
device24<->device29,2
device10<->device32,2
device79<->device97,2
device21<->device4,2
device17<->device4,2
device92<->device97,2
device46<->device63,2
device73<->device74,2
device66<->device95,2
device40<->device64,2
device42<->device65,2
device42<->device50,2
device6<->device9,2
device28<->device6,2
device18<->device8,2
device12<->device8,2
device14<->device2,2
device12<->device2,2
device17<->device32,2
device38<->device52,2
device4<->device8,2
device51<->device61,2
device1<->device3,2
device10<->device6,2
device86<->device89,2
device90<->device93,2
device70<->device89,2
device50<->device51,2
device50<->device53,2
device50<->device56,2
device35<->device40,2
device48<->device61,2
device22<->device31,2
device22<->device32,2
device22<->device23,2
device43<->device54,2
device19<->device22,2
device97<->device99,2
device24<->device27,2
device24<->device25,2
device77<->device90,2
device38<->device47,2
device23<->device4,2
device34<->device36,2
device34<->device35,2
device34<->device62,2
device76<->device93,2
device37<->device52,2
device33<->device37,2
device88<->device93,2
device89<->device95,2
device35<->device60,2
device21<->device26,2
device77<->device96,2
device1<->device12,2
device96<->device99,2
device86<->device96,2
device96<->device97,2
device38<->device62,2
device39<->device52,2
device13<->device17,2
device85<->device99,2
device81<->device92,2
device70<->device92,2
device66<->device69,2
device66<->device67,2
device66<->device87,2
device78<->device87,2
device17<->device9,2
device18<->device9,2
device69<->device76,2
device68<->device69,2
device69<->device70,2
device19<->device4,2
device2<->device4,2
device17<->device6,2
device24<->device6,2
device6<->device8,2
device0<->device26,2
device0<->device32,2
device0<->device22,2
device3<->device9,2
device76<->device85,2
device20<->device23,2
device20<->device5,2
device20<->device32,2
device20<->device8,2
device1<->device27,2
device1<->device14,2
device13<->device16,2
device13<->device7,2
device84<->device93,2
device67<->device81,2
device15<->device16,2
device39<->device51,2
device39<->device53,2
device39<->device40,2
device49<->device65,2
device77<->device92,2
device77<->device82,2
device50<->device52,2
device36<->device52,2
device14<->device26,2
device41<->device64,2
device51<->device63,2
device41<->device54,2
device29<->device8,2
device88<->device95,2
device77<->device88,2
device57<->device64,2
device33<->device64,2
device90<->device98,2
device88<->device89,2
device89<->device97,2
device55<->device63,2
device49<->device55,2
device54<->device55,2
device76<->device97,2
device21<->device30,2
device80<->device96,2
device68<->device80,2
device74<->device80,2
device80<->device81,2
device70<->device80,2
device89<->device91,2
device90<->device91,2
device16<->device25,2
device57<->device63,2
device42<->device63,2
device71<->device82,2
device69<->device92,2
device93<->device97,2
device34<->device52,2
device34<->device47,2
device77<->device86,2
device86<->device95,2
device16<->device19,2
device19<->device25,2
device19<->device21,2
device40<->device51,2
device51<->device53,2
device14<->device28,2
device12<->device28,2
device87<->device99,2
device91<->device99,2
device72<->device83,2
device66<->device83,2
device78<->device83,2
device95<->device99,2
device84<->device99,2
device34<->device46,2
device51<->device57,2
device4<->device6,2
device25<->device7,2
device13<->device3,2
device28<->device32,2
device32<->device4,2
device15<->device4,2
device16<->device4,2
device40<->device56,2
device40<->device60,2
device70<->device71,2
device36<->device56,2
device80<->device95,2
device1<->device23,2
device40<->device43,2
device43<->device65,2
device40<->device61,2
device3<->device6,2
device26<->device3,2
device35<->device58,2
device49<->device58,2
device58<->device64,2
device36<->device58,2
device58<->device60,2
device26<->device4,2
device82<->device87,2
device67<->device91,2
device78<->device93,2
device10<->device31,2
device0<->device10,2
device10<->device29,2
device10<->device25,2
device10<->device24,2
device10<->device17,2
device48<->device57,2
device48<->device52,2
device40<->device48,2
device36<->device48,2
device44<->device52,2
device79<->device95,2
device42<->device54,2
device38<->device54,2
device54<->device57,2
device39<->device44,2
device44<->device46,2
device72<->device74,2
device72<->device76,2
device72<->device78,2
device69<->device77,2
device74<->device97,2
device84<->device97,2
device1<->device7,2
device17<->device7,2
device80<->device91,2
device71<->device84,2
device66<->device93,2
device43<->device47,2
device46<->device47,2
device38<->device39,2
device46<->device58,2
device41<->device58,2
device54<->device56,2
device0<->device20,2
device70<->device74,2
device70<->device82,2
device70<->device78,2
device94<->device99,2
device15<->device32,2
device89<->device93,2
device45<->device61,2
device45<->device63,2
device92<->device94,2
device69<->device87,2
device84<->device87,2
device76<->device87,2
device87<->device95,2
device52<->device62,2
