pair,contact_times
device71<->device84,7
device44<->device62,7
device27<->device29,7
device84<->device93,5
device33<->device42,5
device71<->device93,5
device81<->device99,4
device3<->device7,3
device15<->device6,3
device43<->device61,3
device47<->device51,3
device68<->device70,3
device12<->device13,3
device35<->device36,3
device67<->device94,3
device81<->device87,2
device49<->device53,2
device84<->device90,2
device24<->device30,2
device61<->device62,2
device13<->device28,2
device1<->device11,2
device35<->device60,2
device39<->device41,2
device73<->device74,2
device74<->device87,2
device80<->device84,2
device43<->device53,2
device17<->device19,2
device66<->device70,2
device56<->device61,2
device34<->device46,2
device5<->device7,2
device74<->device76,2
device43<->device65,2
device53<->device60,2
device30<->device4,2
device40<->device56,2
device40<->device60,2
device50<->device61,2
device2<->device8,2
device80<->device92,1
device92<->device95,1
device73<->device78,1
device13<->device23,1
device54<->device56,1
device0<->device19,1
device42<->device51,1
device0<->device28,1
device0<->device20,1
device44<->device56,1
device66<->device81,1
device78<->device80,1
device34<->device45,1
device66<->device95,1
device1<->device29,1
device14<->device28,1
device80<->device86,1
device23<->device7,1
device50<->device58,1
device71<->device90,1
device87<->device90,1
device95<->device99,1
device87<->device99,1
device0<->device14,1
device14<->device27,1
device84<->device89,1
device24<->device5,1
device93<->device98,1
device82<->device93,1
device6<->device7,1
device24<->device29,1
device72<->device99,1
device81<->device93,1
device69<->device79,1
device35<->device63,1
device38<->device63,1
device69<->device96,1
device13<->device5,1
device14<->device9,1
device39<->device61,1
device35<->device46,1
device25<->device4,1
device84<->device98,1
device11<->device17,1
device35<->device44,1
device14<->device21,1
device19<->device25,1
device40<->device64,1
device57<->device64,1
device52<->device60,1
device39<->device60,1
device35<->device59,1
device36<->device39,1
device66<->device90,1
device73<->device83,1
device42<->device56,1
device14<->device22,1
device23<->device29,1
device70<->device81,1
device20<->device25,1
device36<->device44,1
device90<->device97,1
device23<->device24,1
device34<->device65,1
device96<->device99,1
device75<->device82,1
device3<->device5,1
device76<->device80,1
device80<->device93,1
device80<->device96,1
device80<->device83,1
device80<->device87,1
device49<->device65,1
device78<->device99,1
device12<->device27,1
device12<->device14,1
device53<->device55,1
device11<->device25,1
device11<->device21,1
device67<->device91,1
device43<->device46,1
device67<->device78,1
device10<->device27,1
device17<->device27,1
device35<->device58,1
device58<->device62,1
device67<->device95,1
device42<->device62,1
device66<->device96,1
device11<->device6,1
device2<->device24,1
device43<->device47,1
device79<->device81,1
device44<->device52,1
device85<->device93,1
device31<->device9,1
device28<->device3,1
device80<->device95,1
device67<->device97,1
device68<->device81,1
device72<->device83,1
device83<->device91,1
device67<->device86,1
device2<->device7,1
device1<->device7,1
device0<->device32,1
device0<->device24,1
device37<->device44,1
device66<->device78,1
device66<->device94,1
device37<->device54,1
device37<->device43,1
device51<->device52,1
device48<->device52,1
device39<->device52,1
device45<->device52,1
device23<->device9,1
device23<->device4,1
device67<->device84,1
device83<->device84,1
device55<->device60,1
device34<->device61,1
device82<->device96,1
device13<->device17,1
device13<->device24,1
device12<->device19,1
device12<->device9,1
device10<->device12,1
device12<->device32,1
device33<->device64,1
device33<->device43,1
device33<->device46,1
device53<->device62,1
device88<->device94,1
device1<->device16,1
device47<->device57,1
device80<->device82,1
device3<->device32,1
device41<->device65,1
device49<->device59,1
device83<->device89,1
device83<->device90,1
device46<->device61,1
device69<->device86,1
device39<->device58,1
device85<->device99,1
device81<->device82,1
device23<->device32,1
device13<->device16,1
device16<->device28,1
device16<->device21,1
device16<->device23,1
device45<->device64,1
device36<->device50,1
device55<->device57,1
device51<->device55,1
device1<->device17,1
device78<->device82,1
device76<->device82,1
device82<->device88,1
device37<->device55,1
device30<->device32,1
device88<->device93,1
device62<->device63,1
device66<->device87,1
device7<->device9,1
device68<->device69,1
device18<->device31,1
device25<->device30,1
device35<->device40,1
device40<->device55,1
device40<->device53,1
device40<->device44,1
device84<->device94,1
device28<->device6,1
device6<->device8,1
device39<->device48,1
device48<->device57,1
device44<->device48,1
device15<->device7,1
device1<->device15,1
device37<->device62,1
device71<->device85,1
device57<->device62,1
device70<->device77,1
device55<->device63,1
device34<->device49,1
device12<->device28,1
device43<->device45,1
device82<->device85,1
device47<->device50,1
device85<->device92,1
device11<->device26,1
device11<->device24,1
device36<->device52,1
device36<->device42,1
device39<->device49,1
device37<->device47,1
device70<->device73,1
device22<->device7,1
device21<->device4,1
device51<->device65,1
device88<->device90,1
device74<->device98,1
device74<->device94,1
device74<->device93,1
device74<->device80,1
device82<->device87,1
device87<->device95,1
device17<->device29,1
device42<->device55,1
device42<->device61,1
device42<->device65,1
device22<->device31,1
device13<->device4,1
device13<->device32,1
device42<->device60,1
device92<->device94,1
device11<->device15,1
device11<->device22,1
device14<->device30,1
device26<->device28,1
device90<->device96,1
device44<->device49,1
device33<->device44,1
device20<->device24,1
device67<->device90,1
device71<->device89,1
device71<->device74,1
device20<->device28,1
device11<->device4,1
