pair,contact_times
device79<->device98,6
device22<->device24,6
device1<->device8,6
device55<->device65,6
device6<->device8,5
device72<->device84,4
device15<->device6,3
device68<->device70,3
device80<->device94,2
device1<->device11,2
device18<->device25,2
device69<->device86,2
device11<->device21,2
device52<->device59,2
device73<->device74,2
device14<->device22,2
device14<->device9,2
device49<->device53,2
device51<->device55,2
device73<->device83,2
device82<->device85,2
device66<->device70,2
device49<->device59,2
device80<->device86,2
device2<->device8,2
device16<->device9,2
device1<->device6,2
device28<->device30,2
device36<->device44,1
device23<->device7,1
device31<->device9,1
device80<->device83,1
device84<->device90,1
device1<->device29,1
device51<->device52,1
device80<->device92,1
device23<->device4,1
device11<->device17,1
device1<->device15,1
device39<->device52,1
device18<->device31,1
device95<->device99,1
device13<->device28,1
device0<->device28,1
device48<->device57,1
device78<->device82,1
device38<->device52,1
device0<->device20,1
device66<->device81,1
device23<->device24,1
device39<->device48,1
device48<->device52,1
device73<->device78,1
device0<->device10,1
device10<->device32,1
device37<->device49,1
device23<->device32,1
device55<->device60,1
device34<->device49,1
device34<->device61,1
device43<->device47,1
device35<->device40,1
device76<->device80,1
device92<->device95,1
device80<->device84,1
device73<->device80,1
device35<->device54,1
device67<->device78,1
device24<->device31,1
device88<->device93,1
device35<->device38,1
device14<->device21,1
device34<->device36,1
device13<->device5,1
device81<->device82,1
device20<->device5,1
device11<->device24,1
device11<->device25,1
device22<->device31,1
device84<->device98,1
device44<->device56,1
device36<->device50,1
device70<->device73,1
device16<->device23,1
device36<->device39,1
device39<->device49,1
device67<->device84,1
device84<->device89,1
device14<->device27,1
device6<->device7,1
device25<->device4,1
device71<->device84,1
device7<->device9,1
device47<->device50,1
device34<->device65,1
device25<->device31,1
device44<->device52,1
device24<->device29,1
device24<->device30,1
device18<->device2,1
device2<->device24,1
device89<->device91,1
device84<->device91,1
device43<->device61,1
device39<->device43,1
device67<->device86,1
device92<->device94,1
device37<->device65,1
device67<->device91,1
device48<->device49,1
device69<->device79,1
device40<->device55,1
device17<->device32,1
device10<->device27,1
device0<->device24,1
device39<->device41,1
device83<->device89,1
device57<->device64,1
device47<->device51,1
device44<->device48,1
device44<->device49,1
device19<->device32,1
device0<->device19,1
device52<->device60,1
device35<->device60,1
device68<->device88,1
device87<->device99,1
device73<->device84,1
device28<->device6,1
device11<->device6,1
device6<->device9,1
device68<->device81,1
device66<->device78,1
device41<->device65,1
device39<->device61,1
device50<->device61,1
device42<->device61,1
device42<->device65,1
device17<->device24,1
device83<->device91,1
device20<->device25,1
device11<->device26,1
device11<->device15,1
device39<->device51,1
device78<->device99,1
device42<->device51,1
device42<->device60,1
device37<->device54,1
device72<->device99,1
device51<->device65,1
device16<->device28,1
device12<->device9,1
device12<->device14,1
device10<->device12,1
device75<->device82,1
device38<->device63,1
device35<->device63,1
device48<->device54,1
device82<->device93,1
device67<->device90,1
device40<->device64,1
device90<->device96,1
device87<->device90,1
device71<->device90,1
device76<->device82,1
device66<->device94,1
device72<->device85,1
device82<->device87,1
device76<->device87,1
device81<->device87,1
device73<->device94,1
device42<->device55,1
device46<->device61,1
device33<->device55,1
device58<->device62,1
device14<->device28,1
device12<->device32,1
device49<->device65,1
device35<->device59,1
device59<->device63,1
device59<->device65,1
device53<->device62,1
device34<->device45,1
device75<->device94,1
device34<->device42,1
device0<->device32,1
device33<->device43,1
device90<->device97,1
device80<->device87,1
device80<->device93,1
device23<->device29,1
device62<->device63,1
device40<->device53,1
device19<->device25,1
device91<->device96,1
device74<->device91,1
device90<->device91,1
device68<->device91,1
device74<->device87,1
device74<->device99,1
device15<->device27,1
device11<->device22,1
device43<->device52,1
device67<->device97,1
device68<->device69,1
device78<->device80,1
device74<->device80,1
device80<->device95,1
device80<->device96,1
device40<->device45,1
device40<->device44,1
device71<->device77,1
device70<->device89,1
device88<->device89,1
device36<->device52,1
device12<->device8,1
device66<->device96,1
device71<->device85,1
device70<->device71,1
device71<->device74,1
device48<->device61,1
device10<->device6,1
device30<->device4,1
device20<->device28,1
device13<->device23,1
device34<->device41,1
device14<->device4,1
