pair,contact_times
device26<->device43,6
device39<->device10,6
device42<->device6,5
device10<->device29,5
device18<->device46,5
device1<->device35,5
device22<->device25,5
device1<->device46,5
device21<->device6,5
device11<->device22,5
device18<->device2,5
device0<->device23,4
device42<->device48,4
device0<->device48,4
device26<->device2,4
device30<->device28,4
device27<->device42,4
device45<->device17,4
device35<->device42,4
device16<->device49,4
device37<->device38,4
device36<->device1,4
device29<->device23,4
device28<->device47,4
device30<->device12,4
device7<->device5,4
device2<->device27,4
device29<->device44,4
device49<->device22,4
device6<->device28,4
device45<->device47,4
device8<->device25,4
device21<->device3,3
device21<->device41,3
device22<->device41,3
device2<->device3,3
device40<->device14,3
device13<->device49,3
device33<->device26,3
device19<->device29,3
device42<->device37,3
device24<->device49,3
device21<->device33,3
device43<->device28,3
device39<->device31,3
device44<->device18,3
device32<->device29,3
device1<->device32,3
device16<->device0,3
device12<->device32,3
device3<->device5,3
device18<->device41,3
device30<->device44,3
device26<->device6,3
device0<->device31,3
device13<->device7,3
device20<->device31,3
device8<->device3,3
device47<->device15,3
device16<->device5,3
device9<->device44,3
device35<->device7,3
device46<->device44,3
device5<->device44,3
device42<->device16,3
device18<->device23,3
device41<->device3,3
device21<->device25,3
device11<->device1,3
device22<->device26,3
device8<->device9,3
device10<->device18,3
device20<->device11,3
device13<->device33,3
device25<->device12,3
device36<->device13,3
device20<->device19,3
device30<->device14,3
device48<->device26,3
device2<->device40,3
device11<->device43,3
device35<->device12,3
device12<->device35,3
device23<->device33,3
device26<->device34,3
device35<->device17,3
device0<->device35,3
device3<->device18,3
device43<->device41,3
device9<->device24,3
device31<->device8,3
device37<->device36,3
device27<->device24,3
device19<->device3,3
device21<->device49,3
device36<->device38,3
device14<->device20,3
device43<->device4,3
device49<->device1,3
device0<->device45,3
device16<->device11,3
device24<->device31,3
device43<->device13,3
device24<->device12,3
device18<->device11,3
device27<->device22,3
device13<->device23,3
device0<->device4,3
device31<->device9,3
device9<->device49,3
device27<->device25,3
device26<->device20,3
device13<->device21,3
device17<->device9,3
device31<->device1,3
device34<->device14,3
device25<->device41,3
device31<->device24,3
device17<->device20,3
device49<->device10,3
device11<->device8,3
device32<->device38,3
device40<->device36,3
device10<->device16,3
device8<->device12,3
device29<->device42,3
device5<->device29,3
device7<->device28,3
device2<->device44,3
device11<->device16,3
device14<->device27,3
device15<->device13,3
device48<->device35,3
device42<->device28,3
device40<->device49,3
device47<->device10,3
device2<->device24,3
device17<->device12,3
device32<->device12,3
device38<->device45,3
device38<->device14,3
device37<->device4,3
device17<->device10,3
device40<->device11,3
device21<->device29,3
device23<->device12,3
device1<->device23,3
device20<->device14,3
device19<->device24,3
device16<->device10,3
device38<->device21,3
device16<->device45,3
device8<->device28,3
device15<->device33,3
device4<->device1,2
device47<->device23,2
device1<->device43,2
device27<->device37,2
device13<->device16,2
device9<->device26,2
device33<->device20,2
device14<->device17,2
device39<->device45,2
device24<->device25,2
device14<->device11,2
device16<->device30,2
device6<->device21,2
device38<->device36,2
device16<->device27,2
device7<->device49,2
device27<->device40,2
device37<->device21,2
device3<->device43,2
device35<->device27,2
device41<->device22,2
device9<->device21,2
device10<->device17,2
device9<->device36,2
device46<->device35,2
device27<->device35,2
device40<->device34,2
device15<->device17,2
device39<->device0,2
device39<->device38,2
device49<->device32,2
device14<->device41,2
device40<->device12,2
device37<->device31,2
device1<->device8,2
device5<->device20,2
device45<->device9,2
device42<->device24,2
device39<->device2,2
device17<->device28,2
device40<->device39,2
device35<->device11,2
device41<->device40,2
device35<->device8,2
device12<->device18,2
device11<->device14,2
device49<->device27,2
device24<->device22,2
device42<->device29,2
device11<->device46,2
device25<->device26,2
device5<->device6,2
device28<->device15,2
device38<->device48,2
device22<->device29,2
device4<->device10,2
device16<->device47,2
device37<->device35,2
device25<->device43,2
device43<->device49,2
device11<->device19,2
device15<->device2,2
device12<->device43,2
device25<->device24,2
device32<->device25,2
device34<->device47,2
device20<->device25,2
device45<->device4,2
device15<->device18,2
device0<->device16,2
device15<->device19,2
device0<->device42,2
device2<->device10,2
device34<->device20,2
device44<->device5,2
device37<->device2,2
device43<->device10,2
device42<->device39,2
device16<->device23,2
device6<->device10,2
device44<->device41,2
device2<->device38,2
device2<->device5,2
device33<->device24,2
device34<->device18,2
device1<->device13,2
device47<->device0,2
device33<->device31,2
device18<->device20,2
device43<->device32,2
device42<->device44,2
device47<->device7,2
device38<->device18,2
device21<->device46,2
device16<->device6,2
device5<->device27,2
device1<->device12,2
device30<->device29,2
device28<->device39,2
device14<->device12,2
device10<->device14,2
device40<->device44,2
device41<->device48,2
device22<->device39,2
device41<->device19,2
device2<->device19,2
device49<->device29,2
device46<->device20,2
device34<->device49,2
device34<->device21,2
device10<->device9,2
device2<->device13,2
device18<->device31,2
device40<->device17,2
device9<->device22,2
device4<->device7,2
device33<->device43,2
device7<->device27,2
device28<->device13,2
device32<->device9,2
device41<->device8,2
device43<->device39,2
device16<->device17,2
device38<->device41,2
device29<->device35,2
device14<->device30,2
device46<->device16,2
device7<->device34,2
device48<->device31,2
device6<->device39,2
device40<->device7,2
device20<->device18,2
device35<->device20,2
device38<->device28,2
device17<->device32,2
device21<->device22,2
device20<->device42,2
device47<->device32,2
device44<->device14,2
device28<->device17,2
device41<->device43,2
device24<->device29,2
device5<->device33,2
device24<->device1,2
device0<->device27,2
device35<->device31,2
device11<->device31,2
device20<->device1,2
device38<->device40,2
device19<->device41,2
device19<->device4,2
device27<->device32,2
device8<->device36,2
device38<->device2,2
device18<->device9,2
device38<->device5,2
device22<->device28,2
device46<->device41,2
device20<->device32,2
device4<->device5,2
device4<->device31,2
device7<->device14,2
device32<->device44,2
device24<->device23,2
device15<->device1,2
device18<->device10,2
device23<->device8,2
device8<->device40,2
device40<->device24,2
device38<->device1,2
device46<->device28,2
device33<->device49,2
device41<->device35,2
device28<->device42,2
device34<->device41,2
device13<->device42,2
device42<->device38,2
device2<->device12,2
device1<->device37,2
device21<->device19,2
device21<->device9,2
device41<->device47,2
device39<->device34,2
device42<->device23,2
device0<->device5,2
device47<->device41,2
device9<->device40,2
device35<->device33,2
device8<->device32,2
device36<->device26,2
device11<->device33,2
device37<->device41,2
device7<->device16,2
device5<->device8,2
device3<->device47,2
device4<->device19,2
device14<->device43,2
device47<->device43,2
device20<->device26,2
device18<->device13,2
device0<->device13,2
device13<->device40,2
device36<->device17,2
device46<->device1,2
device49<->device9,2
device27<->device19,2
device25<->device13,2
device4<->device14,2
device23<->device46,2
device26<->device4,2
device36<->device39,2
device13<->device29,2
device37<->device11,2
device21<->device44,2
device17<->device22,2
device25<->device10,2
device24<->device15,2
device17<->device37,2
device45<->device24,2
device8<->device11,2
device14<->device9,2
device43<->device30,2
device37<->device43,2
device8<->device47,2
device35<->device40,2
device41<->device4,2
device17<->device23,2
device32<->device22,2
device4<->device16,2
device33<->device19,2
device10<->device2,2
device13<->device36,2
device26<->device47,2
device18<->device42,2
device17<->device11,2
device0<->device12,2
device2<->device35,2
device47<->device38,2
device29<->device20,2
device26<->device13,2
device19<->device1,2
device11<->device47,2
device36<->device14,2
device17<->device15,2
device4<->device20,2
device3<->device23,2
device45<->device2,2
device41<->device30,2
device24<->device37,2
device44<->device26,2
device14<->device40,2
device1<->device4,2
device9<->device48,2
device11<->device15,2
device29<->device0,2
device6<->device3,2
device33<->device0,2
device31<->device4,2
device13<->device44,2
device1<->device29,2
device43<->device9,2
device29<->device36,2
device34<->device4,2
device29<->device17,2
device48<->device8,2
device30<->device46,2
device18<->device1,2
device13<->device35,2
device16<->device41,2
device37<->device10,2
device34<->device35,2
device19<->device12,2
device6<->device29,2
device31<->device3,2
device13<->device38,2
device49<->device28,2
device36<->device44,2
device49<->device47,2
device16<->device1,2
device38<->device19,2
device44<->device39,2
device47<->device3,2
device32<->device28,2
device32<->device40,2
device32<->device46,2
device33<->device30,2
device36<->device16,2
device45<->device42,2
device35<->device39,2
device32<->device49,2
device12<->device13,2
device22<->device27,2
device15<->device30,2
device49<->device12,2
device25<->device49,2
device24<->device4,2
device42<->device12,2
device39<->device8,2
device14<->device33,2
device48<->device7,2
device48<->device32,2
device12<->device20,2
device6<->device27,2
device38<->device44,2
device25<->device20,2
device43<->device36,2
device21<->device4,2
device11<->device30,2
device27<->device23,2
device37<->device17,2
device43<->device42,2
device19<->device2,2
device16<->device33,2
device23<->device7,2
device8<->device20,2
device30<->device43,2
device32<->device43,2
device30<->device17,2
device36<->device49,2
device4<->device2,2
device34<->device26,2
device13<->device47,2
device25<->device35,2
device16<->device44,2
device28<->device26,2
device46<->device22,2
device44<->device12,2
device5<->device22,2
device47<->device45,2
device19<->device31,2
device5<->device18,2
device35<->device41,2
device44<->device30,2
device8<->device0,2
device40<->device2,2
device15<->device47,2
device19<->device25,2
device35<->device48,2
device7<->device13,2
device46<->device31,2
device1<->device41,2
device40<->device6,2
device3<->device21,2
device47<->device19,2
device31<->device22,2
device33<->device27,2
device25<->device30,2
device45<->device20,2
device39<->device13,2
device2<->device45,2
device45<->device43,2
device33<->device10,2
device17<->device7,2
device15<->device31,2
device4<->device13,2
device12<->device37,2
device14<->device34,2
device0<->device30,2
device13<->device31,2
device35<->device3,2
device11<->device6,2
device27<->device15,2
device43<->device46,2
device38<->device46,2
device16<->device12,2
device46<->device25,2
device5<->device36,2
device8<->device35,2
device20<->device30,2
device22<->device12,2
device31<->device30,2
device31<->device39,2
device45<->device6,2
device3<->device7,2
device34<->device48,2
device46<->device17,2
device1<->device36,2
device4<->device42,2
device26<->device25,2
device9<->device13,2
device7<->device11,2
device35<->device18,2
device8<->device21,2
device35<->device13,2
device42<->device27,2
device45<->device35,2
device42<->device45,2
device24<->device5,2
device21<->device12,2
device37<->device32,2
device44<->device33,2
device3<->device19,2
device34<->device29,2
device25<->device6,2
device45<->device29,2
device29<->device9,2
device24<->device6,2
device20<->device7,2
device45<->device32,2
device49<->device39,2
device19<->device46,2
device18<->device21,2
device17<->device31,2
device1<->device11,2
device29<->device12,2
device14<->device38,1
device1<->device10,1
device23<->device31,1
device19<->device21,1
device33<->device15,1
device40<->device13,1
device21<->device48,1
device15<->device29,1
device40<->device15,1
device30<->device31,1
device5<->device13,1
device2<->device23,1
device32<->device36,1
device40<->device25,1
device4<->device33,1
device2<->device48,1
device30<->device6,1
device1<->device31,1
device1<->device14,1
device2<->device29,1
device37<->device0,1
device30<->device22,1
device17<->device48,1
device30<->device3,1
device44<->device6,1
device27<->device36,1
device17<->device29,1
device32<->device8,1
device37<->device26,1
device24<->device20,1
device29<->device28,1
device48<->device34,1
device40<->device19,1
device12<->device0,1
device29<->device49,1
device32<->device33,1
device33<->device14,1
device24<->device33,1
device30<->device41,1
device31<->device16,1
device47<->device6,1
device27<->device28,1
device12<->device26,1
device16<->device15,1
device4<->device25,1
device6<->device49,1
device47<->device44,1
device38<->device39,1
device6<->device14,1
device24<->device42,1
device35<->device14,1
device31<->device7,1
device37<->device5,1
device34<->device32,1
device39<->device44,1
device19<->device22,1
device20<->device24,1
device42<->device32,1
device43<->device35,1
device2<->device37,1
device28<->device16,1
device4<->device6,1
device36<->device10,1
device35<->device10,1
device31<->device26,1
device8<->device14,1
device14<->device19,1
device14<->device21,1
device24<->device38,1
device28<->device45,1
device40<->device1,1
device26<->device18,1
device29<->device24,1
device27<->device4,1
device34<->device22,1
device39<->device11,1
device5<->device3,1
device43<->device3,1
device48<->device27,1
device28<->device35,1
device36<->device18,1
device3<->device22,1
device40<->device3,1
device35<->device45,1
device12<->device14,1
device25<->device16,1
device49<->device20,1
device36<->device23,1
device19<->device9,1
device47<->device27,1
device26<->device39,1
device1<->device42,1
device48<->device6,1
device42<->device21,1
device21<->device16,1
device7<->device40,1
device7<->device0,1
device35<->device4,1
device31<->device15,1
device16<->device18,1
device8<->device33,1
device37<->device12,1
device10<->device13,1
device0<->device22,1
device8<->device34,1
device17<->device46,1
device27<->device8,1
device7<->device19,1
device26<->device42,1
device47<->device29,1
device23<->device19,1
device32<->device19,1
device5<->device34,1
device12<->device2,1
device36<->device25,1
device35<->device6,1
device7<->device44,1
device0<->device3,1
device45<->device46,1
device36<->device7,1
device11<->device0,1
device5<->device12,1
device10<->device36,1
device10<->device12,1
device1<->device18,1
device21<->device11,1
device14<->device47,1
device42<->device22,1
device25<->device29,1
device28<->device20,1
device32<->device42,1
device33<->device12,1
device43<->device15,1
device31<->device40,1
device36<->device30,1
device6<->device16,1
device21<->device39,1
device15<->device40,1
device26<->device37,1
device40<->device4,1
device26<->device17,1
device16<->device26,1
device42<->device15,1
device19<->device49,1
device43<->device17,1
device12<->device47,1
device9<->device23,1
device21<->device5,1
device3<->device38,1
device32<->device3,1
device28<->device9,1
device14<->device26,1
device24<->device10,1
device9<->device17,1
device36<->device12,1
device44<->device3,1
device30<->device24,1
device15<->device21,1
device16<->device31,1
device46<->device21,1
device0<->device7,1
device1<->device30,1
device16<->device28,1
device1<->device39,1
device45<->device36,1
device39<->device4,1
device27<->device12,1
device2<->device14,1
device38<->device13,1
device13<->device14,1
device31<->device5,1
device27<->device39,1
device9<->device25,1
device12<->device8,1
device13<->device48,1
device45<->device31,1
device44<->device34,1
device34<->device9,1
device10<->device6,1
device10<->device48,1
device34<->device43,1
device38<->device22,1
device5<->device38,1
device40<->device46,1
device38<->device31,1
device16<->device42,1
device41<->device16,1
device26<->device21,1
device44<->device11,1
device13<->device32,1
device40<->device37,1
device27<->device9,1
device7<->device32,1
device21<->device30,1
device38<->device20,1
device24<->device21,1
device33<->device4,1
device22<->device30,1
device43<->device8,1
device37<->device42,1
device40<->device35,1
device44<->device21,1
device48<->device19,1
device39<->device15,1
device10<->device21,1
device49<->device30,1
device37<->device48,1
device39<->device18,1
device23<->device48,1
device39<->device42,1
device3<->device26,1
device13<->device11,1
device47<->device35,1
device49<->device11,1
device27<->device16,1
device29<->device6,1
device10<->device28,1
device43<->device12,1
device48<->device46,1
device35<->device37,1
device9<->device2,1
device26<->device12,1
device48<->device38,1
device27<->device44,1
device49<->device36,1
device14<->device3,1
device38<->device29,1
device25<->device40,1
device26<->device33,1
device15<->device35,1
device4<->device21,1
device42<->device8,1
device9<->device0,1
device32<->device14,1
device16<->device36,1
device40<->device33,1
device44<->device17,1
device5<->device9,1
device34<->device12,1
device2<->device30,1
device39<->device32,1
device31<->device41,1
device3<->device1,1
device18<->device26,1
device1<->device6,1
device2<->device46,1
device44<->device43,1
device18<->device35,1
device0<->device9,1
device22<->device14,1
device14<->device39,1
device39<->device21,1
device44<->device37,1
device47<->device37,1
device25<->device8,1
device28<->device7,1
device20<->device35,1
device23<->device9,1
device48<->device25,1
device9<->device42,1
device45<->device12,1
device41<->device49,1
device37<->device33,1
device14<->device13,1
device13<->device26,1
device8<->device39,1
device28<->device33,1
device22<->device47,1
device39<->device41,1
device46<->device30,1
device33<->device21,1
device34<->device46,1
device9<->device33,1
device1<->device21,1
device33<->device42,1
device20<->device23,1
device48<->device30,1
device19<->device26,1
device34<->device23,1
device47<->device31,1
device43<->device27,1
device19<->device39,1
device35<->device9,1
device17<->device47,1
device8<->device7,1
