pair,contact_times
device72<->device91,3
device80<->device62,3
device47<->device69,3
device61<->device1,3
device17<->device67,3
device75<->device4,3
device42<->device12,3
device73<->device8,3
device83<->device93,3
device65<->device31,3
device40<->device76,3
device52<->device77,3
device81<->device54,3
device98<->device57,3
device2<->device3,3
device15<->device33,3
device34<->device64,3
device14<->device84,3
device80<->device86,3
device73<->device31,2
device21<->device3,2
device47<->device73,2
device65<->device29,2
device63<->device16,2
device88<->device36,2
device7<->device99,2
device67<->device48,2
device54<->device42,2
device62<->device82,2
device15<->device30,2
device60<->device0,2
device66<->device47,2
device91<->device22,2
device7<->device90,2
device85<->device12,2
device16<->device18,2
device37<->device40,2
device72<->device78,2
device96<->device72,2
device80<->device24,2
device8<->device76,2
device67<->device61,2
device21<->device39,2
device18<->device92,2
device76<->device14,2
device2<->device25,2
device27<->device46,2
device34<->device97,2
device70<->device75,2
device55<->device94,2
device15<->device18,2
device42<->device66,2
device81<->device65,2
device96<->device35,2
device0<->device92,2
device52<->device10,2
device26<->device92,2
device44<->device5,2
device87<->device52,2
device26<->device56,2
device43<->device60,2
device21<->device75,2
device2<->device5,2
device84<->device68,2
device51<->device63,2
device60<->device68,2
device47<->device0,2
device56<->device18,2
device96<->device6,2
device7<->device94,2
device88<->device82,2
device17<->device85,2
device49<->device18,2
device82<->device99,2
device49<->device74,2
device50<->device37,2
device14<->device40,2
device18<->device9,2
device39<->device18,2
device8<->device72,2
device34<->device37,2
device34<->device13,2
device71<->device77,2
device67<->device37,2
device29<->device67,2
device31<->device52,2
device21<->device29,2
device30<->device25,2
device93<->device54,2
device31<->device58,2
device49<->device51,2
device19<->device54,2
device74<->device31,2
device11<->device72,2
device53<->device76,2
device61<->device72,2
device18<->device96,2
device42<->device87,2
device35<->device67,2
device27<->device72,2
device63<->device23,2
device96<->device78,2
device59<->device24,2
device65<->device36,2
device68<->device34,2
device47<->device31,2
device46<->device42,2
device3<->device77,2
device4<->device74,2
device93<->device76,2
device69<->device41,2
device43<->device68,2
device38<->device36,2
device59<->device20,2
device13<->device31,2
device99<->device9,2
device73<->device41,2
device9<->device86,2
device27<->device22,2
device70<->device76,2
device86<->device67,2
device75<->device13,2
device76<->device54,2
device67<->device20,2
device86<->device89,2
device13<->device29,2
device19<->device89,2
device70<->device81,2
device94<->device68,2
device32<->device38,2
device11<->device84,2
device71<->device94,2
device99<->device74,2
device22<->device95,2
device52<->device70,2
device64<->device1,2
device33<->device31,2
device12<->device4,2
device41<->device91,2
device6<->device80,2
device11<->device81,2
device50<->device13,2
device86<->device55,2
device44<->device98,2
device15<->device83,2
device39<->device16,2
device4<->device60,2
device65<->device13,2
device92<->device28,2
device33<->device76,2
device52<->device24,2
device56<->device28,2
device80<->device14,2
device39<->device10,2
device34<->device54,2
device32<->device12,2
device6<->device79,2
device81<->device3,2
device63<->device38,2
device56<->device11,2
device5<->device67,2
device36<->device16,2
device95<->device42,2
device62<->device63,2
device58<->device66,2
device66<->device17,2
device64<->device77,2
device83<->device86,2
device10<->device9,2
device31<->device1,2
device74<->device58,2
device30<->device12,2
device50<->device24,2
device38<->device45,2
device28<->device83,2
device85<->device3,2
device42<->device56,2
device9<->device71,2
device85<->device7,2
device59<->device3,2
device8<->device95,2
device24<->device49,2
device20<->device75,2
device15<->device52,2
device22<->device21,2
device18<->device38,2
device61<->device22,2
device96<->device62,2
device47<->device10,2
device55<->device44,2
device21<->device27,2
device57<->device88,2
device87<->device38,2
device16<->device71,2
device14<->device29,2
device97<->device42,2
device78<->device43,2
device45<->device29,2
device13<->device63,2
device50<->device15,2
device53<->device57,2
device77<->device1,2
device22<->device29,2
device14<->device38,1
device1<->device10,1
device69<->device71,1
device54<->device1,1
device83<->device15,1
device1<->device93,1
device0<->device73,1
device40<->device13,1
device27<->device87,1
device71<->device48,1
device71<->device91,1
device2<->device53,1
device90<->device15,1
device80<->device31,1
device5<->device13,1
device52<->device73,1
device40<->device14,1
device82<->device86,1
device9<->device26,1
device83<->device20,1
device14<->device17,1
device13<->device99,1
device90<->device25,1
device54<->device83,1
device89<->device45,1
device52<->device98,1
device74<->device75,1
device30<->device56,1
device51<->device31,1
device14<->device11,1
device92<->device56,1
device16<->device30,1
device92<->device48,1
device1<->device64,1
device6<->device21,1
device52<->device79,1
device66<->device27,1
device87<->device50,1
device80<->device22,1
device60<->device79,1
device33<->device26,1
device80<->device53,1
device94<->device56,1
device77<->device86,1
device67<->device29,1
device77<->device40,1
device82<->device58,1
device68<->device46,1
device37<->device76,1
device24<->device20,1
device79<->device29,1
device60<->device69,1
device4<->device48,1
device28<->device90,1
device52<->device62,1
device4<->device37,1
device50<->device29,1
device19<->device83,1
device37<->device24,1
device88<->device24,1
device83<->device53,1
device57<->device81,1
device23<->device71,1
device79<->device85,1
device45<->device77,1
device38<->device43,1
device85<->device77,1
device16<->device65,1
device4<->device75,1
device6<->device49,1
device9<->device21,1
device60<->device17,1
device9<->device36,1
device47<->device94,1
device46<->device96,1
device89<->device38,1
device63<->device89,1
device87<->device56,1
device42<->device77,1
device65<->device74,1
device60<->device35,1
device41<->device31,1
device78<->device94,1
device32<->device82,1
device63<->device1,1
device66<->device87,1
device96<->device34,1
device35<->device16,1
device21<->device89,1
device75<->device65,1
device65<->device51,1
device39<->device89,1
device77<->device39,1
device62<->device53,1
device2<->device69,1
device37<->device70,1
device98<->device49,1
device2<->device64,1
device0<->device80,1
device57<->device42,1
device51<->device26,1
device52<->device87,1
device36<->device39,1
device24<->device51,1
device68<->device43,1
device96<->device2,1
device51<->device55,1
device99<->device4,1
device13<->device86,1
device11<->device15,1
device59<->device85,1
device26<->device76,1
device14<->device81,1
device12<->device0,1
device80<->device8,1
device67<->device14,1
device46<->device64,1
device16<->device42,1
device10<->device89,1
device13<->device17,1
device56<->device90,1
device63<->device78,1
device91<->device85,1
device9<->device90,1
device95<->device91,1
device15<->device85,1
device81<->device62,1
device52<->device89,1
device49<->device79,1
device99<->device77,1
device89<->device49,1
device32<->device74,1
device92<->device13,1
device89<->device34,1
device62<->device55,1
device22<->device20,1
device29<->device43,1
device87<->device58,1
device19<->device97,1
device45<->device11,1
device95<->device98,1
device81<->device16,1
device32<->device25,1
device8<->device78,1
device46<->device55,1
device14<->device86,1
device53<->device28,1
device75<->device1,1
device86<->device88,1
device66<->device9,1
device44<->device22,1
device30<->device53,1
device17<->device4,1
device19<->device40,1
device48<->device80,1
device70<->device40,1
device40<->device81,1
device35<->device66,1
